,Company,Address,TIF District,Completion Date,Actual Costs,Actual Grant,Work Items,coords,Longitude,Latitude
128,Wielgus Product Models Inc,1435 W Fulton,Kinzie Industrial Corridor Industrial Corridor,2006-04-12T00:00:00.000,138608.35,30443.5,"Finish office, windows, tuckpoint, parking lot, roof insulation","[41.8863206, -87.6639352]",-87.6639352,41.8863206
129,Andre Tyus Tyus Salon,604 S Pulaski,Midwest,2006-05-05T00:00:00.000,17100.0,12825.0,Interior Build Out,"[41.8732728, -87.7260927]",-87.7260927,41.8732728
130,BP Electric Motors,4014 N Western,Western Ave South,2006-05-19T00:00:00.000,34086.12,17043.06,Storefront,"[41.9537169, -87.68810069999999]",-87.68810069999999,41.9537169
131,La Criolla Inc,907 W Randolph,Kinzie Industrial Corridor Industrial Corridor,2006-05-22T00:00:00.000,18050.0,9025.0,"roofing, floors, ceilings","[41.8840519, -87.65015090000001]",-87.65015090000001,41.8840519
132,Ameer General Merchandise #2,3443 W Lawrence,Lawrence/Kedzie,2006-05-24T00:00:00.000,32500.0,16250.0,HVAC,"[41.9684797, -87.7153008]",-87.7153008,41.9684797
133,Scott Spector Chicago Music Garage,347 N Loomis,Kinzie Industrial Corridor Industrial Corridor,2006-05-24T00:00:00.000,120000.0,50000.0,Complete Rehab of 347 N. Loomis,"[41.8880935, -87.6621935]",-87.6621935,41.8880935
134,In Ki Lee,3009-17 W Lawrence,Lawrence/Kedzie,2006-06-06T00:00:00.000,19500.0,14625.0,roof,"[41.9682004, -87.7040981]",-87.7040981,41.9682004
135,Holy Land Grocery 1,4806 N Kedzie,Lawrence/Kedzie,2006-06-08T00:00:00.000,58787.3,29393.65,"Interior Renovation, Sign, Floor, Plumbing, Perm. Equipment","[42.9372476, -87.9502067]",-87.9502067,42.9372476
136,DANK Haus,4740 N Western,Western Ave North,2006-06-14T00:00:00.000,104065.0,50000.0,"Roof repair, heating & air conditioning modernization, elevator repair","[41.96803550000001, -87.68923509999999]",-87.68923509999999,41.96803550000001
137,Grant Park Packing Co,842 W Lake,Kinzie Industrial Corridor Industrial Corridor,2006-06-21T00:00:00.000,84947.67,42473.84,Redoing all floors,"[41.8858833, -87.6491234]",-87.6491234,41.8858833
138,Grant Park Packing Co,842 W Lake,Kinzie Industrial Corridor Industrial Corridor,2006-06-21T00:00:00.000,161000.0,40250.0,elevator modernization,"[41.8858833, -87.6491234]",-87.6491234,41.8858833
139,Top of the Line,4717-23 W Chicago,Northwest Industrial Corridor,2006-06-21T00:00:00.000,102000.0,50000.0,"roof, I-Beam work, garage doors, wrought iron fencing","[41.8947258, -87.7442724]",-87.7442724,41.8947258
140,Foster Avenue Dental,3318 W Foster,Lawrence/Kedzie,2006-07-21T00:00:00.000,4420.0,1330.0,"Awning, Lighting, Flooring, Bathroom","[41.9758655, -87.71195349999999]",-87.71195349999999,41.9758655
141,Khosro Beik,1923 W Irving Park,Western Ave South,2006-08-08T00:00:00.000,46831.34,26225.55,"Storefront, windows, floor, HVAC, Lights, Stairway/basement, Awning","[41.9539367, -87.67720940000001]",-87.67720940000001,41.9539367
142,TEC Foods Inc,4300 W Ohio,Northwest Industrial Corridor,2006-08-08T00:00:00.000,50000.0,35709.0,"ADA Compliance, perm lanscaping, parking lot curbs","[41.891686, -87.7328831]",-87.7328831,41.891686
143,Creative Salon 1 Creative,3946 W 16th,Midwest,2006-08-17T00:00:00.000,23700.0,17775.0,,"[41.8589984, -87.72451079999999]",-87.72451079999999,41.8589984
144,Imax Video,3912 W Lawrence,Lawrence/Kedzie,2006-08-17T00:00:00.000,2161.0,1535.33,awning,"[41.9683621, -87.726148]",-87.726148,41.9683621
145,Jeffrey A Mills Foot Path Trading Co,2900 W Armitage,Fullerton/Milwaukee,2006-08-17T00:00:00.000,16372.0,6856.87,"Electric, water heater, tuckpointing, ventilation fan, windows, roof","[41.9176511, -87.69948339999999]",-87.69948339999999,41.9176511
146,Lonnie Peterson,1220 W Lake,Kinzie Industrial Corridor Industrial Corridor,2006-08-17T00:00:00.000,18280.0,8198.0,roof,"[41.88580049999999, -87.6576884]",-87.6576884,41.88580049999999
147,Myong Yul Kim,3544-46 W Lawrence,Lawrence/Kedzie,2006-08-21T00:00:00.000,122800.0,44980.0,"Roof, Basement, Windows","[41.9684949, -87.7185667]",-87.7185667,41.9684949
148,POMA LLC,2834-36 W Roosevelt Rd,Midwest,2006-08-21T00:00:00.000,100000.0,50000.0,complete renovations,"[41.8667733, -87.69731019999999]",-87.69731019999999,41.8667733
149,Sharpe Tax Advisors,4151 N Western,Western Ave South,2006-08-28T00:00:00.000,75820.0,50000.2,interior and ext. renovations,"[41.95732719999999, -87.6881736]",-87.6881736,41.95732719999999
150,Osman's Auto Repair,222 N Laflin,Kinzie Industrial Corridor Industrial Corridor,2006-09-01T00:00:00.000,100000.0,40660.25,total renovations,"[41.9506323, -87.7143014]",-87.7143014,41.9506323
151,Paws & Claws Daycare Inc,5015 N Western,Western Ave North,2006-09-01T00:00:00.000,32500.0,24375.0,"sidewalks, windows, HVAC, facade, tuckpointing, roof?","[41.9727337, -87.688749]",-87.688749,41.9727337
152,Portage Theatre Management I,4050 N Milwaukee,Portage Park,2006-09-01T00:00:00.000,46762.93,23381.47,"Stage expasion, hvac, fire box","[41.9542787, -87.7490724]",-87.7490724,41.9542787
153,Design Lab Chicago,328 N Albany,Kinzie Industrial Corridor Industrial Corridor,2006-09-13T00:00:00.000,34278.0,18852.9,"Install fire doors, emergency exit, sprinkler, roof","[41.8873506, -87.7040506]",-87.7040506,41.8873506
154,Face to Face Hair Design,3502 W 111th,111th/Kedzie,2006-09-18T00:00:00.000,150000.0,50000.0,Electric / interior renovation / plumbing / HVAC / Windows / etc,"[41.6915872, -87.70842110000001]",-87.70842110000001,41.6915872
155,Farlow Development,4222-24 N Milwaukee,Portage Park,2006-09-18T00:00:00.000,97671.0,50000.0,major renovations,"[41.9576301, -87.7522003]",-87.7522003,41.9576301
156,Jessica Park,5052-56 W Irving Park Rd,Portage Park,2006-09-18T00:00:00.000,110450.0,50000.0,"storefront, sign & awning, roofing, tuckpointing","[41.9535278, -87.7542785]",-87.7542785,41.9535278
157,Socksco Hosiery 2 Gun S Son,3040 W Lawrence,Lawrence/Kedzie,2006-09-20T00:00:00.000,60870.0,4682.19,"HVAC, Plumbing, Door, Security","[41.9685789, -87.7044325]",-87.7044325,41.9685789
158,Creative Salon 1 Creative,3946 W 16th,Midwest,2006-09-25T00:00:00.000,15610.3,11707.73,,"[41.8589984, -87.72451079999999]",-87.72451079999999,41.8589984
159,Harold Story,3249 W Harrison,Midwest,2006-09-27T00:00:00.000,100000.0,50000.0,"Water, plumbing, electrical, sign, door, roof, windows","[41.8745854, -87.6403337]",-87.6403337,41.8745854
160,Cafe Colao,2638 W Division,Humboldt Park,2006-10-13T00:00:00.000,21495.74,16121.81,"Oven, HVAC, Electric","[41.9032492, -87.6935306]",-87.6935306,41.9032492
161,Golden Foods,1036 N Kilbourn,Northwest Industrial Corridor,2006-10-18T00:00:00.000,39315.0,19500.0,Tuckpointing / Windows / Skilights / Freezer / HVAC,"[41.8999877, -87.73893179999999]",-87.73893179999999,41.8999877
162,Harold Goldenberg,2557-69 N Milwaukee,Fullerton/Milwaukee,2006-10-20T00:00:00.000,73847.38,36937.19,Storefronts / Awnings / Signage / Electrical,"[41.9279899, -87.7052918]",-87.7052918,41.9279899
163,Bonsoiree Restaurant,2728 W Armitage,Fullerton/Milwaukee,2006-10-25T00:00:00.000,12810.0,6317.5,"Storefront renovations, new windows, doors, awning","[41.917673, -87.6959947]",-87.6959947,41.917673
164,BP Electric Motors,4014 N Western,Western Ave South,2006-11-27T00:00:00.000,39000.0,19500.0,Storefront,"[41.9537169, -87.68810069999999]",-87.68810069999999,41.9537169
165,Jaafer Sweets,4825 N Kedzie,Lawrence/Kedzie,2006-12-04T00:00:00.000,100000.0,50000.0,Complete remodel,"[41.9364664, -87.7660305]",-87.7660305,41.9364664
166,3256 Pizza Bravo,3256 W Lawrence,Lawrence/Kedzie,2006-12-21T00:00:00.000,69550.0,50000.0,"Storefront, glass, signage, remove gates, security system, entrance, lighting, ceiling","[41.9685309, -87.7106908]",-87.7106908,41.9685309
167,Pro Autobody Shop,4735 N Pulaski,Lawrence/Pulaski,2007-01-08T00:00:00.000,37970.0,20035.0,"Roof, signage, doors, HVAC, electric, bathroom repair","[41.96745079999999, -87.7278534]",-87.7278534,41.96745079999999
168,In Ki Lee,3009-17 W Lawrence,Lawrence/Kedzie,2007-01-09T00:00:00.000,51200.0,35375.0,"HVAC, tuckpointing","[41.9682004, -87.7040981]",-87.7040981,41.9682004
169,Joe Minogue,4956-58 N Milwaukee,Jefferson Park,2007-01-09T00:00:00.000,219109.5,50000.0,Renovation work,"[41.9709873, -87.763678]",-87.763678,41.9709873
170,Harry Kemperas,3251-57 W Bryn Mawr,Lawrence/Kedzie,2007-01-10T00:00:00.000,22000.0,11100.0,four store front renovations,"[41.995845, -88.31844]",-88.31844,41.995845
171,Wielgus Product Models Inc,1435 W Fulton,Kinzie Industrial Corridor Industrial Corridor,2007-01-10T00:00:00.000,138608.35,19556.5,"Finish office, windows, tuckpoint, parking lot, roof insulation","[41.8863206, -87.6639352]",-87.6639352,41.8863206
172,WIA Communications Inc,8130 S Stony Island,Stony Island Avenue Commercial and Burnside Industrial Corridors,2007-01-25T00:00:00.000,75000.0,43390.0,"Parking lot/sidewalk, heating & cooling, lanscaping, outdoor signage","[41.7468223, -87.5862099]",-87.5862099,41.7468223
173,Rudy's Cyclery Inc,5711 W Irving Park Rd,West Irving Park,2007-01-26T00:00:00.000,16328.15,8125.68,"Facade, roof, doors, tuck point, sign","[41.9528825, -87.7700065]",-87.7700065,41.9528825
174,The Windsor Tavern,4530 N Milwaukee,Jefferson Park,2007-01-26T00:00:00.000,43980.0,21990.0,"Repair masonry, fence, replace entry, parking lot","[41.9631726, -87.7569331]",-87.7569331,41.9631726
175,Pastorelli Food Products Inc,162 N Sangamon,Kinzie Industrial Corridor Industrial Corridor,2007-01-27T00:00:00.000,125000.0,46696.96,"Windows, Tuckpointing, Bathroom renovations, HVAC","[41.884909, -87.65132899999999]",-87.65132899999999,41.884909
176,Osman's Auto Repair,222 N Laflin,Kinzie Industrial Corridor Industrial Corridor,2007-02-02T00:00:00.000,100000.0,7300.0,total renovations,"[41.9506323, -87.7143014]",-87.7143014,41.9506323
177,Fashion Corner,1658 E 87th,Stony Island Avenue Commercial and Burnside Industrial Corridors,2007-02-12T00:00:00.000,27450.0,13725.0,Replacement and/or repair of roof,"[41.7372005, -87.5826122]",-87.5826122,41.7372005
178,Chicago Ballet,433 W Diversey,Fullerton/Milwaukee,2007-02-16T00:00:00.000,13250.0,9937.5,"flooring, ceiling, electrical, interior/bathroom renovation, hvac","[41.9325552, -87.6407565]",-87.6407565,41.9325552
179,Fashion Corner,1658 E 87th,Stony Island Avenue Commercial and Burnside Industrial Corridors,2007-02-16T00:00:00.000,47582.5,23791.25,HVAC,"[41.7372005, -87.5826122]",-87.5826122,41.7372005
180,The Windsor Tavern,4530 N Milwaukee,Jefferson Park,2007-02-20T00:00:00.000,37245.0,11742.5,"windows, sidewalk, signage","[41.9631726, -87.7569331]",-87.7569331,41.9631726
181,Ace Styline Furniture,1747 W Carroll,Kinzie Industrial Corridor Industrial Corridor,2007-02-27T00:00:00.000,115196.0,50000.0,Repair Facade / Remove-replace signage. Re-roof building,"[41.8875055, -87.67144979999999]",-87.67144979999999,41.8875055
182,Ace Styline Furniture,1747 W Carroll,Kinzie Industrial Corridor Industrial Corridor,2007-02-27T00:00:00.000,99019.0,43641.03,"fixed equip., fire doors, sprinkler system","[41.8875055, -87.67144979999999]",-87.67144979999999,41.8875055
183,Harry Cannon,700-04 W 119th,119th/Halsted,2007-02-27T00:00:00.000,31560.0,23670.0,"roof repair, new door, ADA accessable, stair repair, floor repair, HVAC","[41.8717626, -87.6290497]",-87.6290497,41.8717626
184,TRE Kronor Restaurant,3258 W Foster,Lawrence/Kedzie,2007-02-27T00:00:00.000,107500.0,50000.0,"Roof, Windows, Exit, Awning, HVAC","[41.9758933, -87.7110012]",-87.7110012,41.9758933
185,La Plena Restaurant,2617 W Division,Humboldt Park,2007-03-05T00:00:00.000,42500.0,23375.0,"Front rehab, interior buildout, parking","[41.9028164, -87.6926948]",-87.6926948,41.9028164
186,The Wooden Spoon,5047 N Clark,Clark/Montrose,2007-03-06T00:00:00.000,135100.0,50000.0,Exterior / renovate garage,"[41.973821, -87.66788299999999]",-87.66788299999999,41.973821
187,May Medical Center,3857 W Washington,Madison/Austin Corridor,2007-03-15T00:00:00.000,15406.0,8473.3,Porch,"[41.8816756, -87.72319379999999]",-87.72319379999999,41.8816756
188,Dokil Bakery Shine Oh,3844 W Lawrence,Lawrence/Kedzie,2007-03-20T00:00:00.000,5885.0,3147.13,"Awning, Sign, Security, Plumbing","[41.9684106, -87.7249276]",-87.7249276,41.9684106
189,Industrial Council of Northwest Chicago (ICNC),2010 W Fulton,Kinzie Industrial Corridor Industrial Corridor,2007-03-21T00:00:00.000,159567.2,37737.0,"sprinkler system, roof, windows, tuckpointing, parking lot repair","[41.8873855, -87.676958]",-87.676958,41.8873855
190,Seyed M Dehnavifar,2200 W Lawrence,Western Ave North,2007-03-22T00:00:00.000,150000.0,50000.0,"HVAC, kitchen hood, concrete, oak floor, electric, signage, plumbing","[41.9689229, -87.68427129999999]",-87.68427129999999,41.9689229
191,Chicago Ballet,3433 W Diversey,Fullerton/Milwaukee,2007-03-23T00:00:00.000,29000.0,21750.0,interior renovation,"[41.931706, -87.713697]",-87.713697,41.931706
192,Industrial Council of Northwest Chicago (ICNC),2010 W Fulton,Kinzie Industrial Corridor Industrial Corridor,2007-04-12T00:00:00.000,239882.8,50000.0,"sprinkler system, insulation, roof, interior renovations","[41.8873855, -87.676958]",-87.676958,41.8873855
193,Midway Ice Cream,3958 W 58th PL,63rd/Pulaski,2007-04-17T00:00:00.000,27007.0,13761.5,"Fencing, doors, roof, lighting,HVAC, floors","[41.7869829, -87.72273009999999]",-87.72273009999999,41.7869829
194,Chicago Ballet,3433 W Diversey,Fullerton/Milwaukee,2007-04-18T00:00:00.000,27500.0,18312.5,interior renovation,"[41.931706, -87.713697]",-87.713697,41.931706
195,Katerina's,1920 W Irving Park,Western Ave South,2007-04-20T00:00:00.000,33908.28,25431.21,Storefront,"[41.9543399, -87.6772457]",-87.6772457,41.9543399
196,Bernacki & Associates Inc,424 N Oakley Blvd,Kinzie Industrial Corridor Industrial Corridor,2007-04-24T00:00:00.000,100000.0,31997.5,"Repair loading dock, replace windows, HVAC, upgrade sprinkler system","[41.8894087, -87.68456309999999]",-87.68456309999999,41.8894087
197,Vincent Cabinet Service Inc,1727 W Grand,Kinzie Industrial Corridor Industrial Corridor,2007-04-24T00:00:00.000,15634.0,11635.62,replace roof trusses,"[41.890709, -87.67065199999999]",-87.67065199999999,41.890709
198,Super Communication Inc,3435 W Lawrence,Lawrence/Kedzie,2007-04-25T00:00:00.000,5300.0,2650.0,"Signage, security system","[41.968076, -87.71992999999999]",-87.71992999999999,41.968076
199,Am Sewing Dynamics,4534 W North,Northwest Industrial Corridor,2007-04-26T00:00:00.000,100000.0,50000.0,"roof, facade, parking lot, HVAC, electrical, awning","[41.9100383, -87.74028179999999]",-87.74028179999999,41.9100383
200,Doris Photo Studio,3221-23 W North,Humboldt Park,2007-04-26T00:00:00.000,106651.07,43439.99,"Storefront, Masonry, Signage, Awning","[41.9098798, -87.7079713]",-87.7079713,41.9098798
201,OK Trading Inc,3749 W Lawrence,Lawrence/Kedzie,2007-04-27T00:00:00.000,88750.0,48812.5,"HVAC, doors, paving, facade, floors, walls","[41.968134, -87.72254889999999]",-87.72254889999999,41.968134
202,Hemina Patel Insurance State Farm,3837 N Western,Western Ave South,2007-04-30T00:00:00.000,299246.5,50000.0,complete rehab,"[41.9515005, -87.68810210000001]",-87.68810210000001,41.9515005
203,Albany Park Auto Clinic,3848 W Lawrence,Lawrence/Kedzie,2007-05-03T00:00:00.000,19900.0,9950.0,Fencing,"[41.9684643, -87.7251715]",-87.7251715,41.9684643
204,Leo Naturals John Yukeun Oh,3242 W Foster,Lawrence/Kedzie,2007-05-03T00:00:00.000,19124.95,10518.72,Complete Renovation,"[41.97594520000001, -87.71043360000002]",-87.71043360000002,41.97594520000001
205,Hope 4 Us,3920 W Roosevelt,Midwest,2007-05-18T00:00:00.000,36200.0,9500.0,"Roof, windows, tuck pointing, awning, HVAC, remodel bathrooms, painting, electrical, kitchen","[41.8664336, -87.72364689999999]",-87.72364689999999,41.8664336
206,Mr Floyd Bolden,3227 W Harrison,Midwest,2007-05-21T00:00:00.000,75000.0,50000.0,Complete Renovations,"[41.8734848, -87.70696919999999]",-87.70696919999999,41.8734848
207,Asset Recovery Services,1751-59 W Grand,Kinzie Industrial Corridor Industrial Corridor,2007-05-23T00:00:00.000,223300.0,50000.0,Total Building Rehab,"[41.8805571, -87.6298254]",-87.6298254,41.8805571
208,Vector Custom Fabricating,2128 W Fulton,Kinzie Industrial Corridor Industrial Corridor,2007-05-23T00:00:00.000,85000.0,46750.0,"install fixed equipment, purchase adjacent lot","[41.8868166, -87.68033129999999]",-87.68033129999999,41.8868166
209,Karr Insurance Services,5722 S Pulaski,63rd/Pulaski,2007-06-14T00:00:00.000,70831.53,50000.0,,"[41.7888507, -87.7233479]",-87.7233479,41.7888507
210,Nok Yong House,4201 W Lawrence,Lawrence/Pulaski,2007-06-19T00:00:00.000,15000.0,6820.0,"HVAC, paving, electrical, ceilings, floors","[41.9680089, -87.7331399]",-87.7331399,41.9680089
211,GF 6 Mason LLC,5933-49 W Madison,Madison/Austin Corridor,2007-06-25T00:00:00.000,80253.47,50000.0,"storefront, bathrooms, electrical","[41.8798755, -87.7732479]",-87.7732479,41.8798755
212,Michael J Krepps DDS & Associates,3806 W 63rd,63rd/Pulaski,2007-06-28T00:00:00.000,69047.0,36820.71,Complete Renovation,"[41.778991, -87.718455]",-87.718455,41.778991
213,Chicago Kalbi Restaurant,3752 W Lawrence,Lawrence/Kedzie,2007-07-19T00:00:00.000,12422.0,6211.0,HVAC,"[41.9684693, -87.7227401]",-87.7227401,41.9684693
214,Matsumoto Restaurant,3800 W Lawrence,Lawrence/Kedzie,2007-07-19T00:00:00.000,43000.0,10629.3,"HVAC, storefront, signage","[41.9685399, -87.7233031]",-87.7233031,41.9685399
215,Boca Ad Agency,2456 W Division,Humboldt Park,2007-07-23T00:00:00.000,70500.0,50000.0,"Roof, facade, HVAC, bathroom, carpentry, floors","[41.90314499999999, -87.68923939999999]",-87.68923939999999,41.90314499999999
216,L & M Welding Co,4619 W Armitage,Northwest Industrial Corridor,2007-07-23T00:00:00.000,111005.0,50000.0,"Masonry, windows, electrical & plumbing, drywall","[41.91688449999999, -87.7424782]",-87.7424782,41.91688449999999
217,Friendship Chinese Restaurant,2830 N Milwaukee,Fullerton/Milwaukee,2007-07-24T00:00:00.000,94110.0,50000.0,"HVAC, signage, awning, roof, windows, interior and exterior remodeling","[41.93251170000001, -87.7135479]",-87.7135479,41.93251170000001
218,C & K Fashions,4012 W North,Pulaski Industrial,2007-07-25T00:00:00.000,24204.03,9352.02,"Replace windows, doors, tuckpoint","[41.9100746, -87.7269391]",-87.7269391,41.9100746
219,DSBDA Enrique Salgado,2649 W Division,Humboldt Park,2007-07-27T00:00:00.000,100000.0,50000.0,Complete Build-out,"[41.9027111, -87.6892702]",-87.6892702,41.9027111
220,Lawrence-Kedzie Self Storage,3215 W Lawrence,Lawrence/Kedzie,2007-07-27T00:00:00.000,11293.55,5314.5,Storefront,"[41.9682967, -87.715088]",-87.715088,41.9682967
221,BP Electric Motors,4014 N Western,Western Ave South,2007-08-23T00:00:00.000,173596.0,13456.94,Storefront,"[41.9537169, -87.68810069999999]",-87.68810069999999,41.9537169
222,Magnus Screw Products Corp,1818 N Latrobe,Galewood/Armitage Industrial,2007-08-23T00:00:00.000,65948.21,31944.0,"Tuckpointing, windows/skylight, signage, gates","[41.913761, -87.7573828]",-87.7573828,41.913761
223,Landlord,2733 W Division,Humboldt Park,2007-08-24T00:00:00.000,77234.6,38617.3,"Ceiling, facade, storefront,","[41.90368549999999, -87.6678799]",-87.6678799,41.90368549999999
224,Logan Square Dental Service,3946 N Cicero Av,Portage Park,2007-08-24T00:00:00.000,67500.0,34050.0,"Storefront, masonry, windows, electrical","[41.952934, -87.747472]",-87.747472,41.952934
225,Plants Inc,2459 W Montrose,Western Ave South,2007-08-29T00:00:00.000,78338.0,37917.0,"storefront, lintels, masonary, interior renovations, signage","[41.9611387, -87.6908442]",-87.6908442,41.9611387
226,La Luce,1393 W Lake,Kinzie Industrial Corridor Industrial Corridor,2007-09-06T00:00:00.000,250000.0,50000.0,purchase adjacent property for parking,"[41.885266, -87.662272]",-87.662272,41.885266
